id,name,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,neighbourhood_cleansed,latitude,longitude,room_type,accommodates,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,review_scores_value,calculated_host_listings_count
48047680,Min 7 nights Stay - Deluxe  Double & Double Room,146234685,Best Western Plus Hotel Kowloon,within a few hours,1,1,Yau Tsim Mong,22.30139,114.1762,Private room,4,654,1,0,,,0,,4
48060124,3min Causewaybay MTR 2BR 1Bath 3ppl SOGOTimeSquare,25048995,Moey,within an hour,1,1,Wan Chai,22.27843,114.17982,Entire home/apt,3,560,28,4,2022/8/27,0.34,266,4.75,26
48081634,"Great Studio, roof in the middle of Stanley market",5125966,Yossi,within an hour,0.85,0.99,Southern,22.21799,114.21303,Entire home/apt,2,700,1,53,2022/9/2,9.46,101,4.81,1
48113855,???????????????????????????,198109516,Caie,within an hour,1,0.63,Wan Chai,22.28082,114.17866,Private room,2,360,3,0,,,138,,58
48114514,????????????????????????,198109516,Caie,within an hour,1,0.63,Wan Chai,22.28134,114.17905,Private room,2,800,30,0,,,74,,58
48201451,Nice location apartment with promotion now/807,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28214,114.18579,Private room,2,300,28,0,,,258,,98
48216541,Nice Apartment with special promotion in March/5B3,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28139,114.18445,Entire home/apt,2,250,28,0,,,258,,98
48286730,High quality/Nice apartment with promotion now/203,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28063,114.1834,Entire home/apt,2,500,28,0,,,258,,98
48287983,Luxury downtown apt with reasonable price (TKO),7732457,Wai Ho,,,,Sai Kung,22.30466,114.2633,Entire home/apt,4,790,60,0,,,181,,1
48289349,?????????????????????(A3) Jordan Service Apartment (A3),166183091,Pineapple,within an hour,0.93,0.74,Yau Tsim Mong,22.30398,114.17358,Entire home/apt,2,254,28,0,,,1,,53
48289917,Modern Compact Studio In Central Hong Kong,246078519,Ming,within an hour,1,0.98,Central & Western,22.28391,114.15162,Entire home/apt,1,400,7,8,2022/8/30,0.45,50,5,14
48294879,Clean Bright Cosy Studio on Hollywood Rd / Soho,5892134,Mostafa,within a few hours,0.86,0,Central & Western,22.2838,114.15371,Entire home/apt,2,480,10,0,,,0,,1
48303380,Cosy flat in Central Hong Kong - Great Location,246078519,Ming,within an hour,1,0.98,Central & Western,22.28253,114.15129,Entire home/apt,2,730,5,3,2022/8/20,2.14,52,4.67,14
48304063,V Wan Chai | 5 minutes to Wan Chai MTR Station,389864874,V,a few days or more,0,,Wan Chai,22.27874,114.175,Private room,2,1500,14,0,,,358,,4
48353255,Good location/Nice Apartment for all you_16,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28192,114.18603,Entire home/apt,2,270,28,0,,,258,,98
48353905,Modern Compact Studio in Central Hong Kong,246078519,Ming,within an hour,1,0.98,Central & Western,22.28409,114.15144,Entire home/apt,1,380,7,3,2022/7/23,0.34,41,4.67,14
48382758,??????Mtr???minisize?????????????????????2000???,390310487,???,within a day,0.91,0.3,Yuen Long,22.44309,114.03122,Private room,1,147,1,0,,,336,,2
48408275,?????????????????????(B9) Jordan Service Apartment (B9),166183091,Pineapple,within an hour,0.93,0.74,Yau Tsim Mong,22.30368,114.17329,Entire home/apt,2,200,28,0,,,0,,53
48410076,?????????????????????(A19) Jordan Service Apartment (A19),166183091,Pineapple,within an hour,0.93,0.74,Yau Tsim Mong,22.30438,114.17149,Entire home/apt,2,293,28,0,,,0,,53
48410720,A 2ppl DoubleBed HKManStudio 1min CausewayBay MTR,25048995,Moey,within an hour,1,1,Wan Chai,22.28107,114.18501,Private room,2,430,28,2,2022/5/4,0.12,0,4.5,26
48429100,The Lodge by V | Studios w/ kitchen and balcony,389864874,V,a few days or more,0,,Yau Tsim Mong,22.30773,114.16851,Private room,2,670,30,0,,,365,,4
48432522,?????????????????????(A13)  Jordan Service Apartment (A13),166183091,Pineapple,within an hour,0.93,0.74,Yau Tsim Mong,22.30356,114.17184,Entire home/apt,4,396,28,0,,,0,,53
48432984,V Causeway Bay 2 | ??????????????€?????€?????????,389864874,V,a few days or more,0,,Wan Chai,22.27944,114.18792,Private room,4,1835,30,0,,,365,,4
48433488,?????????????????????(A15)  Jordan Service Apartment (A15),166183091,Pineapple,within an hour,0.93,0.74,Yau Tsim Mong,22.30562,114.17186,Entire home/apt,3,354,28,0,,,0,,53
48433628,V Happy Valley | Designer Serviced Apartment,389864874,V,a few days or more,0,,Wan Chai,22.26777,114.18796,Private room,4,1135,30,0,,,365,,4
48473652,A 2ppl Double Bed ISA Studio 2min CausewayBay MTR,25048995,Moey,within an hour,1,1,Wan Chai,22.28094,114.18094,Private room,2,385,5,5,2022/7/23,0.27,1,4.6,26
48478482,A 2ppl Double Bed ISA Studio 2min CausewayBay MTR,25048995,Moey,within an hour,1,1,Wan Chai,22.2791,114.18094,Private room,2,385,28,5,2022/7/29,0.3,0,4.2,26
48480488,City forest,391250923,Sheena,,,,Tuen Mun,22.37455,113.99522,Entire home/apt,2,589,1,0,,,0,,1
48531960,SHARE A ROOM FOR GIRLS/FEMALE ONLY IN NORTHPOINT,55340057,Jazzrylle,within an hour,1,1,Eastern,22.28983,114.19905,Shared room,1,88,1,5,2022/7/11,1.25,316,4.6,1
48537229,??€?????????????????????,89286623,???,,,,Yau Tsim Mong,22.32171,114.16229,Entire home/apt,2,450,14,0,,,0,,1
48594224,High Quality/Big apartment is good for all you/6C,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28275,114.18555,Entire home/apt,2,9000,28,0,,,0,,98
48597269,Spacious Apartment In The Middle Of Mountains,13403197,Eli,,,,Tai Po,22.46486,114.2058,Entire home/apt,4,650,5,3,2021/6/24,0.18,0,5,1
48646408,??? Staycation New 2BR 8pax TST K11 KTV & Mahjong ???,392434015,Leah,within an hour,1,1,Yau Tsim Mong,22.29807,114.17191,Entire home/apt,8,1231,1,110,2022/9/11,6.03,361,4.15,1
48741256,[E] Modern Studio in new building - Long Term Stay,43474222,Katherine,within an hour,1,1,Eastern,22.28013,114.22589,Entire home/apt,2,595,28,1,2021/11/26,0.1,293,5,3
48744923,Tiger Farm By Carpus & Co Car Camping Site,55509449,Koby,within a day,1,,North,22.51685,114.12496,Entire home/apt,2,690,1,0,,,365,,1
48760036,????????€????????????-???????????? Tsim Sha Tsui Coliving apt for female,224421162,Etoiletst,within an hour,0.95,0.84,Yau Tsim Mong,22.29831,114.17138,Shared room,11,185,28,0,,,143,,6
48791750,3-bedroom apartment,56570136,The Grand Blossom,within an hour,1,0.99,Kowloon City,22.30655,114.18337,Entire home/apt,5,1000,1,4,2022/7/3,0.23,0,5,43
48814981,"Rare Spaciouse Apartment, Kwun Tong,  Kowloon",7470167,Rok,within a few hours,0.83,0,Kwun Tong,22.33182,114.22536,Entire home/apt,3,800,7,0,,,343,,1
48815516,????????€????????????#?????????#?????????#????????????#????????????,116364906,Kiki,within an hour,1,0.44,Yau Tsim Mong,22.29659,114.17627,Entire home/apt,2,674,1,1,2021/4/30,0.06,0,4,26
48817382,Newly renovated 901@ Explore like local,6067974,Wilson,within an hour,1,0.68,Eastern,22.28948,114.1925,Entire home/apt,6,1000,30,0,,,299,,52
48834933,????????????????????? ????????????,27207815,Jan,within a day,0.8,1,Yau Tsim Mong,22.30998,114.17058,Entire home/apt,1,280,7,6,2022/8/14,0.94,266,4.83,7
48857625,Superior Room,390756526,Rosedale Hotel Hong Kong,,,0.67,Wan Chai,22.27873,114.18907,Private room,2,735,1,0,,,91,,1
48925643,4??????/??????/????????????/?????? Private Bath&Kitchen/Jordan/Balcony,300286398,Wing,within an hour,0.85,0.51,Yau Tsim Mong,22.30162,114.17257,Private room,2,330,7,0,,,237,,7
48947298,High Quality/Nice Apartment good for all you/202,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28069,114.18572,Entire home/apt,2,350,28,0,,,258,,98
48981774,Nice Apartment with promotion for all you/,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28068,114.18255,Entire home/apt,2,500,28,0,,,258,,98
49045216,Petite Indoor Jungle,181752102,Sylvia,,,,Central & Western,22.28004,114.16165,Entire home/apt,2,550,60,0,,,84,,1
49045653,????????€?????????B1??????????????????????????????2???,50172398,Gloria,within an hour,0.98,0.84,Yau Tsim Mong,22.29856,114.17496,Private room,2,507,1,4,2022/9/2,0.6,365,4,44
49071008,Midlevel Pet friendly Spacious Designer Studio,6957219,Hayley,within a day,0.8,0.86,Central & Western,22.2791,114.15336,Entire home/apt,2,710,3,3,2022/6/10,0.63,168,3.67,2
49121641,A 2ppl Double Bed PochiStudio 2min CausewayBay MTR,25048995,Moey,within an hour,1,1,Wan Chai,22.27618,114.18098,Private room,2,420,28,2,2022/8/10,0.55,280,4.5,26
49167227,??????????????????????????????2????????????????????????????????????,391346966,Catherine,within a day,0.5,,Yuen Long,22.44549,114.0262,Entire home/apt,2,3800,2,0,,,365,,1
49169375,1 Br near PP3 (Wan Chai) MTR 9A- Newly renovated,6067974,Wilson,within an hour,1,0.68,Wan Chai,22.2766,114.16952,Entire home/apt,3,900,30,0,,,310,,52
49204000,Newly renovated! (Quarry Bay17)Explore like local,6067974,Wilson,within an hour,1,0.68,Eastern,22.28729,114.21146,Entire home/apt,6,1200,30,0,,,330,,52
49215587,Weave Suites - Central West -- Urban Suite,396588956,Weave,within a few hours,1,0.67,Central & Western,22.28636,114.14613,Entire home/apt,1,700,30,0,,,45,,11
49216673,Weave Suites - Central West -- Corner Suite,396588956,Weave,within a few hours,1,0.67,Central & Western,22.28634,114.14611,Entire home/apt,2,890,30,0,,,38,,11
49217114,Weave Studios Olympic-Studio Queen(Private Toilet),396588956,Weave,within a few hours,1,0.67,Yau Tsim Mong,22.32048,114.16274,Entire home/apt,2,550,30,0,,,153,,11
49218270,Weave Studios Olympic - Twin Room (Anchor),396588956,Weave,within a few hours,1,0.67,Yau Tsim Mong,22.3204,114.16267,Private room,1,300,30,0,,,63,,11
49221654,Lamma romantic cozy room w/rooftop.*No quarantine*,187100927,Loulou,within an hour,1,1,Islands,22.20584,114.13253,Private room,2,341,1,30,2022/9/9,1.89,73,4.9,2
49236155,Studio near PP3 (Wan Chai)MTR 6A -Newly renovated,6067974,Wilson,within an hour,1,0.68,Wan Chai,22.27711,114.1704,Entire home/apt,3,900,30,0,,,298,,52
49255708,Bunk bed up-1Girl-2 minsTai Wai Station-SharedRoom,135022182,Tracy,within a few hours,1,0.88,Sha Tin,22.37615,114.17837,Shared room,2,196,86,1,2021/12/31,0.12,101,5,3
49264081,Brand New Modern Apartment In The Middle of YSW,397460469,Sam,within an hour,1,1,Islands,22.22656,114.11196,Entire home/apt,4,1857,2,21,2022/8/30,1.3,0,4.29,1
49282333,1B1B Sublease in Center Wan Chai,42635730,Betty,,,,Wan Chai,22.27571,114.17318,Entire home/apt,2,23000,30,0,,,0,,1
49295744,Cosmo House,397758914,Wilson,within an hour,1,1,Islands,22.20054,114.02009,Entire home/apt,7,2153,1,121,2022/8/31,7.61,110,4.31,3
49301601,Sheung Wan Studio,35386637,James,within a day,0.7,0.5,Central & Western,22.28494,114.14887,Entire home/apt,2,450,7,0,,,78,,1
49348497,City Rooftop Oasis,61032143,Charline,within a few hours,0.9,0.75,Central & Western,22.28483,114.14274,Entire home/apt,4,2000,3,0,,,258,,1
49447317,Lovely one bedroom flat in Sai Ying Pun,94900696,Sophie,,,,Central & Western,22.28362,114.14013,Entire home/apt,2,750,90,0,,,0,,1
49477170,Beautiful high floor 1 bedroom flat with balcony,24189462,Estelle,within an hour,1,0.83,Islands,22.29443,114.01263,Entire home/apt,2,1300,5,2,2022/8/19,1.36,301,4,2
49533179,Beachfront 2BR flat - lower cheung sha village,21276084,Arnault,within an hour,1,0.93,Islands,22.23342,113.9562,Entire home/apt,4,1771,3,57,2022/9/12,3.5,92,4.44,1
49542576,???????????? (????????????) -??????????????€?????????????????????),394476805,Alan,within an hour,1,0.57,Yau Tsim Mong,22.29805,114.17076,Private room,2,290,1,0,,,0,,1
49553332,Beautiful Designer Studio with Rooftop,177379707,Imanol,,,,Central & Western,22.28297,114.15231,Entire home/apt,2,670,5,1,2021/9/30,0.09,0,5,1
49553415,Spacious and cosy flat in the fancy High Street,12448573,David,,,,Central & Western,22.28525,114.14157,Private room,4,700,2,1,2021/6/17,0.07,0,5,1
49560026,Modern studio at Square Street- HK,138649185,Fiona,within a few hours,0.92,0.28,Central & Western,22.28486,114.14901,Entire home/apt,2,667,30,0,,,364,,157
49572632,Sheung Wan Studio - Mercer Street,41216955,Bong,within a few hours,1,0.98,Central & Western,22.28621,114.15267,Entire home/apt,2,350,2,0,,,0,,9
49600452,Weave Studios Prince Edward  -Private Quad,396588956,Weave,within a few hours,1,0.67,Yau Tsim Mong,22.32627,114.16714,Private room,1,400,30,0,,,40,,11
49626480,?????????????????????,366834303,Joanna,within a few hours,1,1,Kowloon City,22.30399,114.18399,Entire home/apt,4,1911,3,0,,,363,,4
49664835,????????????312?????????B,396156611,Ken,within an hour,0.95,0.99,Yau Tsim Mong,22.31905,114.17158,Entire home/apt,2,380,1,0,,,0,,15
49680281,??????shuttle bus ?????????????????????????????? ??????????????????????????€??? ???????????????,366834303,Joanna,within a few hours,1,1,Yau Tsim Mong,22.30182,114.18386,Entire home/apt,4,2023,3,0,,,364,,4
49693849,Weave Suites - Central West -- Urban Suite_,396588956,Weave,within a few hours,1,0.67,Central & Western,22.28642,114.14613,Private room,1,700,30,0,,,45,,11
49693862,JustInn Single/Double Room(811)???????????????/????????? ?????????????????€?????????,30077570,Just Inn,within a day,0.87,0.88,Yau Tsim Mong,22.29708,114.17072,Private room,2,539,1,0,,,0,,8
49697986,Weave Studios Prince Edward-Single Plus (Boundary),396588956,Weave,within a few hours,1,0.67,Yau Tsim Mong,22.32627,114.16714,Private room,1,480,30,0,,,63,,11
49720682,Nice Apartment good for all you/???????????????WIFI???????????????,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28204,114.18475,Entire home/apt,2,367,28,0,,,0,,98
49743791,High quality apartment is good for all you/202,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28044,114.18192,Entire home/apt,2,320,28,0,,,258,,98
49751818,??????????????????C,396156611,Ken,within an hour,0.95,0.99,Yau Tsim Mong,22.31912,114.16959,Entire home/apt,1,380,1,1,2022/3/27,0.17,0,4,15
49763663,Good location apartment/Good for all students/304,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28202,114.18468,Entire home/apt,2,234,28,0,,,258,,98
49763825,Big/Quite Apartment is good for all you/NT303,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28293,114.18529,Entire home/apt,2,234,28,0,,,258,,98
49841293,Designer House in Pui O (SHOOTING ONLY),17061670,Steve&Jenya,within a few hours,0.8,0.21,Islands,22.24137,113.98247,Entire home/apt,8,12000,1,4,2022/8/28,0.27,361,5,1
49841509,High Quality is good for all your  booking/215,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.2822,114.18486,Entire home/apt,2,433,28,0,,,258,,98
49846269,Weave Studios - Olympic - Twin (Single Bed),396588956,Weave,within a few hours,1,0.67,Yau Tsim Mong,22.32048,114.16274,Private room,1,350,30,0,,,153,,11
49865487,Mong Kok Luxury Studio *4B,14861546,Tane Residence,within a day,0.97,0.67,Yau Tsim Mong,22.3193,114.17138,Entire home/apt,2,324,60,1,2022/7/4,0.4,322,5,115
49888736,Retreat Studio Garden Cottage ????€??€€?????????????????????,189448943,Maria,within a few hours,1,0.79,Sha Tin,22.38308,114.22143,Entire home/apt,2,380,1,5,2022/8/25,0.37,333,5,4
49888779,Outstanding Apartment is good for all you/804,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.2826,114.18568,Entire home/apt,2,500,28,0,,,258,,98
49892908,"The Ultimate Staycation Villa MuiWo Beach, Lantau",37275366,Jeff,within an hour,0.83,0.98,Islands,22.27237,113.99873,Entire home/apt,6,2642,2,68,2022/8/24,4.69,26,4.46,1
49907952,"Bright, modern renovated Staycation in DB",123210287,Leila,,,1,Islands,22.30684,114.01264,Entire home/apt,4,1457,3,18,2022/1/2,1.17,0,4.5,1
49952975,Cosy home in Discovery Bay,10578238,Vlada,within an hour,1,0.8,Islands,22.30409,114.0118,Entire home/apt,3,1256,2,5,2022/8/24,0.4,361,4.6,1
49955667,??????????????????1380??????????????????????????????????????????????????? ??????switch????????????????€??????€???,402523463,Kamhung,within an hour,1,0.99,Yau Tsim Mong,22.30717,114.16836,Entire home/apt,16,499,1,17,2022/8/21,1.69,90,4.24,5
49958914,????????????????????? - ????????????????????????,27207815,Jan,within a day,0.8,1,Yau Tsim Mong,22.3081,114.17225,Entire home/apt,1,300,7,3,2022/8/24,0.7,314,3.67,7
49971158,Artistic Eurostyle apt n most friendly host in CWB,46271550,Robert,within an hour,1,1,Wan Chai,22.27798,114.18875,Private room,1,550,2,0,,,105,,1
49988698,1000sq.ft. New 3BR Apt. 2min from Jordan MTR,403149559,Kenneth,within an hour,1,0.93,Yau Tsim Mong,22.30534,114.17294,Entire home/apt,10,1797,1,11,2022/8/29,1.17,68,4.36,3
49990525,????????????????????????University//????????????/???????????????/13,353326613,Savi,within a few hours,1,0.16,Yau Tsim Mong,22.3132,114.17029,Entire home/apt,1,280,28,0,,,258,,98
49991452,????€??????? Oasis Apartments (05) - ???????????????Double Bed Room,166183091,Pineapple,within an hour,0.93,0.74,Yau Tsim Mong,22.31289,114.16923,Private room,2,480,1,0,,,0,,53
50038533,Sweet family feeling/Nice location Apartment,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28186,114.18529,Entire home/apt,2,327,28,0,,,258,,98
50044239,A Hong Kong House Boat Experience!,42393572,Julia,within a day,1,0,Southern,22.24012,114.16363,Entire home/apt,4,1300,7,0,,,166,,1
50091996,Entire Flat & private Roof - Heart of Sheung Wan,2160839,Merwann,,,,Central & Western,22.28328,114.15033,Entire home/apt,2,880,10,1,2021/9/27,0.08,0,5,1
50119478,Castle Villa Corner Tub Seaview Suite???????????????????????????????????????,380621393,ECrent Worldwide Company,within an hour,1,0.9,Tuen Mun,22.37739,113.98568,Private room,2,5200,28,3,2021/12/23,0.21,363,5,8
50121112,Castle Villa Seaview Suite with Terrace?????????????????????????????????,380621393,ECrent Worldwide Company,within an hour,1,0.9,Tuen Mun,22.37719,113.98521,Private room,2,5200,28,1,2021/12/26,0.11,363,3,8
50123365,Castle Villa Suite with Music Room ???????????????????????????,380621393,ECrent Worldwide Company,within an hour,1,0.9,Tuen Mun,22.37672,113.98389,Private room,2,5200,28,0,,,363,,8
50124299,Newly renovated 901@ Explore like local,6067974,Wilson,within an hour,1,0.68,Eastern,22.28887,114.19367,Entire home/apt,6,1000,28,0,,,293,,52
50138466,Castle Villa Oriental Suite  ???????????????????????????,380621393,ECrent Worldwide Company,within an hour,1,0.9,Tuen Mun,22.37543,113.98368,Private room,2,5200,28,0,,,363,,8
50138504,Nice Apartment is good with all the equipment/203,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28179,114.18602,Entire home/apt,2,390,28,0,,,258,,98
50158249,Castle Villa Garden Suite with Study ??????????????????????????????,380621393,ECrent Worldwide Company,within an hour,1,0.9,Tuen Mun,22.36818,113.99591,Private room,2,5200,28,0,,,363,,8
50168878,"Balcony and rooftop, lift access, Soho Studio",57060253,Mandy,within a few hours,1,0,Central & Western,22.28182,114.15166,Entire home/apt,1,580,14,1,2022/2/28,0.15,23,5,2
50217096,?????????????????????????????€???,405338749,???,a few days or more,0,0,Yuen Long,22.46148,114.00299,Entire home/apt,2,790,10,0,,,365,,1
50217463,Good Apartment/location/Good for University,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28196,114.18432,Entire home/apt,2,234,28,0,,,258,,98
50256728,Mirror studio in Central,76263915,Jess,within a few hours,0.93,1,Central & Western,22.2812,114.15353,Entire home/apt,2,453,1,22,2022/8/14,1.61,319,4.36,5
50268967,?€??????? Cheung Chau?€? Room???7D4,109310747,Brenda,within a day,0.8,0.78,Islands,22.21134,114.0284,Entire home/apt,2,446,1,2,2021/11/14,0.13,0,3,35
50269383,?€??????? Cheung Chau?€? Room???9B1 ?????????,109310747,Brenda,within a day,0.8,0.78,Islands,22.20818,114.02998,Entire home/apt,2,514,1,4,2021/12/28,0.27,75,3,35
50272710,Lamma Getaway Newly Renovated 700sq ft Flat+Garden,131616944,Vincent,within a day,1,0.91,Islands,22.22784,114.11081,Entire home/apt,4,1843,2,18,2022/9/12,1.31,10,4.5,1
50272973,"150 SQ FT ELEGANT HIGH STREET STUDIO, SAI YING PUN",156409670,Tia,within a few hours,0.93,0.23,Central & Western,22.28597,114.14151,Entire home/apt,2,467,28,1,2021/9/15,0.08,364,1,101
50294621,???????????????????????€????????????????€????????????????????????€??????????????????????????€???????????????,34586563,Ntwamy423,within a few hours,0.69,0.59,Tsuen Wan,22.36864,114.07836,Entire home/apt,5,2180,28,45,2022/2/27,3.05,343,4.42,1
50316587,Green gem in SYP (large outdoor - 4 min MTR),28949614,Gabriel,within a few hours,1,1,Central & Western,22.28797,114.13891,Entire home/apt,4,921,7,2,2022/7/24,0.14,0,5,1
50351768,Quite/Best location is good for all you,353326613,Savi,within a few hours,1,0.16,Wan Chai,22.28213,114.18548,Entire home/apt,2,260,28,0,,,258,,98
50358073,Sophisticated designer apt (furnished+utilities),6210844,Lester,within a few hours,1,0.9,Central & Western,22.28661,114.13946,Entire home/apt,2,779,30,6,2022/7/22,0.61,179,4.67,2
50367806,Antique WFH Cozy Flat in Central,76263915,Jess,within a few hours,0.93,1,Central & Western,22.28345,114.15346,Entire home/apt,1,600,1,0,,,161,,5
50367818,Lantau Island Apartment near Pui O & Cheung Sha.,33093845,South Lantau Monthly Holiday Let,within a few hours,1,1,Islands,22.23523,113.96063,Entire home/apt,5,699,28,8,2021/11/21,0.56,77,3.88,1
50382584,"Soho / Central, Modern 1BR Flat , Private Rooftop",7478169,Alexis,within a few hours,1,1,Central & Western,22.28051,114.15524,Entire home/apt,2,650,5,2,2022/7/5,0.15,0,5,1
50404758,Antique Home in Mid-levels,76263915,Jess,within a few hours,0.93,1,Central & Western,22.28269,114.14848,Entire home/apt,10,5000,1,25,2022/8/27,1.65,359,4.32,5
50407427,???????????????55?????????B,396156611,Ken,within an hour,0.95,0.99,Wan Chai,22.28593,114.19183,Entire home/apt,1,350,1,0,,,0,,15
50408117,??????????????????A,396156611,Ken,within an hour,0.95,0.99,Wan Chai,22.27875,114.1805,Entire home/apt,1,380,1,1,2021/12/22,0.11,0,1,15
50408245,????????????????€???????11?????????B,396156611,Ken,within an hour,0.95,0.99,Wan Chai,22.27661,114.1877,Entire home/apt,1,360,1,2,2021/10/6,0.16,0,4.5,15
50408439,????????????????€???????11?????????A,396156611,Ken,within an hour,0.95,0.99,Wan Chai,22.2778,114.18539,Entire home/apt,1,350,1,2,2022/3/7,0.18,0,4.5,15
50422955,RARE FIND Midlevels Quiet Gem >5mins walk to SOHO,13616765,Mary,within a few hours,1,1,Central & Western,22.27999,114.15402,Entire home/apt,2,1480,14,11,2022/7/31,0.86,0,4.82,2
50449435,????????????/????????????      ?????????????????? ???????????? ?????????????????? ???????????? ???wifi??????,116364906,Kiki,within an hour,1,0.44,Yau Tsim Mong,22.31028,114.17026,Private room,2,624,30,0,,,91,,26
50449795,????????????/????????????   ???????????? ???????????? ???????????? ?????????????????? ???????????? ???wifi??????,116364906,Kiki,within an hour,1,0.44,Yau Tsim Mong,22.31066,114.1719,Private room,2,458,30,1,2021/9/8,0.08,91,5,26
50450238,Furnished Room with Private Kitchen & Toilet (Heart of HK Island!),30026941,John,a few days or more,0,,Wan Chai,22.27611,114.18303,Private room,2,350,30,0,,,365,,1
50460419,Stanley: summer house inside the market,38415153,Sophie,,,,Southern,22.21947,114.21202,Entire home/apt,5,1500,1,4,2021/8/5,0.29,0,4,2
50462322,Newly Renovated 2 Bdms Apt Walk to Prince Edw MTR,42602621,Lai,within a few hours,1,0.95,Yau Tsim Mong,22.32605,114.16963,Entire home/apt,7,740,90,5,2022/8/25,0.44,365,4.6,1
50470657,????????????#?????????????????? ???????????? ?????????????????? ???????????? ???wifi??????,116364906,Kiki,within an hour,1,0.44,Yau Tsim Mong,22.32012,114.17026,Private room,2,674,30,0,,,91,,26
50470819,????????????/????????????&?????????????????? ???????????? ?????????????????? ???????????? ???wifi??????,116364906,Kiki,within an hour,1,0.44,Yau Tsim Mong,22.31042,114.17184,Private room,2,674,30,0,,,91,,26
50473156,Superior Studio Apartment Near Causeway Bay,6315448,Lauli15,,,0.71,Eastern,22.28331,114.19275,Entire home/apt,2,1000,180,0,,,84,,1
50528300,????????€?????????????????????????€????????????€???5???????????????????????????????????????,234731396,Waiki,within an hour,1,1,Yau Tsim Mong,22.30199,114.17266,Entire home/apt,2,400,1,4,2022/9/3,4,6,4.75,1
50557522,"BUDGET FRIENDLY 2 BR APARTMENT, ONLY 3 MIN TO MTR",156409670,Tia,within a few hours,0.93,0.23,Wan Chai,22.2798,114.18286,Entire home/apt,4,833,30,0,,,343,,101
50626432,"ECONOMIC 2BR@Staunton Street, HK CBD",138649185,Fiona,within a few hours,0.92,0.28,Central & Western,22.28054,114.15393,Entire home/apt,4,769,90,0,,,364,,157
50683331,????????????/??????????????????????????????&?????????/??? ?????????&wifi,24687240,Yang,within an hour,1,0.33,Yau Tsim Mong,22.31403,114.17436,Private room,2,674,7,0,,,365,,31
50683712,????????????/??????????????????????????????/??? ?????????&wifi,24687240,Yang,within an hour,1,0.33,Yau Tsim Mong,22.31619,114.17033,Private room,2,731,7,0,,,365,,31
50683900,????????????/???????????????/????????????????????????/??? ?????????&wifi?????????,24687240,Yang,within an hour,1,0.33,Yau Tsim Mong,22.31352,114.17364,Private room,2,843,7,0,,,365,,31
50683980,????????????/????????€&?????????????????????2????????????/?????????&?????????,24687240,Yang,within an hour,1,0.33,Yau Tsim Mong,22.30225,114.17599,Private room,2,562,30,0,,,365,,31
50686765,????????????/?????????????????????/2?????????????????????,24687240,Yang,within an hour,1,0.33,Yau Tsim Mong,22.30172,114.17632,Private room,2,787,30,0,,,365,,31
50710490,????????????/????????€?????????/?????????   1???????????????????????€?????????,24687240,Yang,within an hour,1,0.33,Yau Tsim Mong,22.29553,114.17619,Private room,2,731,15,0,,,365,,31
50710627,????????????/???????????????/?????????&??????????????????&????€???????,24687240,Yang,within an hour,1,0.33,Yau Tsim Mong,22.30209,114.17656,Private room,1,540,30,0,,,365,,31
50712724,????????????/????????€/???????????? ?????????/??????????????????????????????,24687240,Yang,within an hour,1,0.33,Yau Tsim Mong,22.30326,114.17613,Private room,2,731,30,0,,,365,,31
50712730,????????????/??????????????????/????????? ??????2????????????????????? ???????????? ????€???????,24687240,Yang,within an hour,1,0.33,Yau Tsim Mong,22.3019,114.17607,Private room,2,731,30,0,,,365,,31
50714490,?????????????????????(B3) Jordan Service Apartment (B3),166183091,Pineapple,within an hour,0.93,0.74,Yau Tsim Mong,22.30389,114.17186,Entire home/apt,2,250,28,0,,,0,,53
50732638,Lovely 1 bedroom flat with harbour view,106566174,Princes,,,,Southern,22.2483,114.15037,Entire home/apt,2,500,2,1,2021/8/23,0.08,0,5,1
50742984,"CITY VIEWS 1BR@KINGS RD-NORTH POINT, HK",156409670,Tia,within a few hours,0.93,0.23,Eastern,22.28893,114.19531,Entire home/apt,2,1033,30,0,,,364,,101
50760270,"?????????MOREACH,Electric BBQ???middleeast feel",27719153,Sidney,,,1,Southern,22.22932,114.25538,Entire home/apt,4,800,1,5,2022/5/1,0.35,0,4.4,1
